Costumer_name,Costumer_age,Costumer_email,Costumer_address,Type_situation,Outcome_insurance,Days_to_fix,Active_user,Car_model,Year,Count_claims,Situation_Date,Costumer_id
Ana Sophia Peixoto,28,hmoraes@example.net,"Distrito Vitor Azevedo, 19
Sport Club
17028-410 Pereira das Pedras / MS",Natural Phenomena,DENIED,26,1,Polestar Polestar 3,2022,1,2022-03-31,1049
Enzo Rodrigues,27,wfernandes@example.com,"Feira Pietro Souza, 5
Indaiá
48164228 Dias / SP",Natural Phenomena,DENIED,32,1,Infiniti Q60,2023,1,2022-08-27,1050
Sra. Lorena Costa,47,mendesjuliana@example.net,"Vereda de da Cunha, 49
Paulo Vi
22559-954 Fogaça Alegre / PB",Collision,NOT USED,3,1,Smart Fortwo,2023,1,2022-07-23,1051
Bianca Barros,23,araujobruna@example.org,"Estrada Pedro Pereira, 776
Granja De Freitas
15951155 Rezende / MS",Collision,NOT USED,81,1,Porsche 911,2020,2,2023-06-30,1052
Murilo Barros,48,da-cunhathomas@example.org,"Estrada Novaes, 63
Vila Nova Cachoeirinha 1ª Seção
45185-671 Rocha de Costela / AC",Fire,DENIED,96,1,Lexus IS,1998,1,2023-08-05,1053
Raquel Pires,28,da-rosaeduardo@example.org,"Praia Esther Teixeira, 42
Milionario
37262-757 Ribeiro do Sul / PI",Collision,DENIED,28,0,Caterham Seven 620,2023,1,2023-03-26,1054
Sr. Juan da Cruz,53,emanuel35@example.org,"Aeroporto Rezende, 87
São Gonçalo
05663841 Monteiro de Rocha / AM",Fire,APPROVED,22,1,Tata Motors Altroz,2020,1,2022-05-14,1055
Dr. Caio da Mata,45,piresalice@example.net,"Estação Emanuelly da Mata, 366
Cidade Jardim Taquaril
64488766 Nascimento / PR",Robbery,DENIED,48,0,Mercedes-Benz E-Class,2022,1,2022-05-09,1056
Sr. André Cavalcanti,54,paulopereira@example.net,"Praça Barros, 61
Nova Cachoeirinha
05798-924 Monteiro / SP",Natural Phenomena,DENIED,105,0,Volvo XC40,2023,1,2022-03-07,1057
Júlia Cunha,55,rebeca04@example.org,"Vale da Cunha
Conjunto Califórnia I
98702076 Fernandes / PE",Natural Phenomena,DENIED,85,1,Chrysler Pacifica,2023,1,2023-12-09,1058
Vitor Gabriel Cardoso,51,kcavalcanti@example.net,"Lagoa Novaes, 1
Acaba Mundo
94534-304 Araújo de Alves / PA",Collision,APPROVED,41,0,Porsche 718 Cayman,2017,1,2022-01-26,1059
Diogo da Cunha,40,cauenunes@example.com,"Distrito Cauê Cardoso
Minas Caixa
04691298 da Costa das Pedras / PI",Natural Phenomena,NOT USED,100,1,Porsche 911,2020,1,2022-01-25,1060
Ana Silva,22,maria-luizadias@example.org,"Fazenda Nunes, 4
Mangueiras
58759-560 Peixoto Grande / BA",Fire,DENIED,56,0,Bugatti EB 110 SS,1993,1,2023-11-02,1061
Gabriel Pinto,46,jesusdavi-lucca@example.org,"Núcleo Noah Jesus, 2
Casa Branca
75867679 da Rocha / MG",Robbery,APPROVED,2,0,Ferrari 488 GTB,2016 ,1,2023-02-03,1062
Leonardo Correia,55,theo44@example.net,"Chácara de Moura, 78
Vila Novo São Lucas
64208316 Aragão / MG",Fire,APPROVED,56,0,Mahindra Scorpio,2020 ,2,2022-05-25,459
João Guilherme Pereira,54,maria-alice54@example.com,"Travessa Bárbara Fernandes, 99
Calafate
37167168 Farias da Mata / AP",Natural Phenomena,NOT USED,17,1,Cadillac CT4-V,2023,1,2022-09-25,1063
Ana Laura Peixoto,53,aliciaoliveira@example.org,"Ladeira de Gomes, 1
Bairro Das Indústrias Ii
28084-830 Castro da Prata / PE",Fire,NOT USED,98,0,Mahindra XUV300,2019 ,1,2023-07-09,1064
Sra. Beatriz Correia,66,catarina42@example.net,"Largo Cavalcanti
Maravilha
91871-312 Pires / SP",Collision,NOT USED,32,0,Mazda Mazda6,2019,1,2023-07-28,1065
Benício Rezende,39,imartins@example.org,"Vila de Almeida, 300
Vila Nova Cachoeirinha 1ª Seção
56007067 Cardoso / BA",Natural Phenomena,NOT USED,33,0,Suzuki Jimny,2023,2,2023-07-04,1066
Benício Rezende,39,imartins@example.org,"Vila de Almeida, 300
Vila Nova Cachoeirinha 1ª Seção
56007067 Cardoso / BA",Natural Phenomena,NOT USED,33,0,Suzuki Jimny,2019,2,2022-08-07,1066
Sophia Peixoto,52,liviafernandes@example.net,"Viela Gabrielly Moreira, 48
Milionario
41955965 Sales da Prata / MS",Fire,NOT USED,51,0,Mini Countryman John Cooper Works,2023,1,2022-11-30,1067
Bryan Moreira,33,melolaura@example.net,"Praça da Mata, 30
Vila Minaslandia
65797365 Moura de Cunha / SP",Natural Phenomena,DENIED,107,0,Mini Countryman,2023,1,2023-10-08,1068
Maitê Cardoso,57,pintovitor-gabriel@example.org,"Núcleo de da Rosa, 5
Nova Cintra
80358068 Duarte de Minas / MA",Natural Phenomena,DENIED,42,1,Toyota Camry,2018,4,2022-09-11,96
Maitê Cardoso,57,pintovitor-gabriel@example.org,"Núcleo de da Rosa, 5
Nova Cintra
80358068 Duarte de Minas / MA",Natural Phenomena,DENIED,42,1,Toyota Camry,2020,4,2022-02-22,96
Bruna Teixeira,66,eda-costa@example.net,"Quadra Almeida, 65
Leticia
73974-905 Gomes / AP",Natural Phenomena,APPROVED,32,1,Lamborghini Urus,2018,1,2022-10-18,1069
Nina Moreira,33,vitormoura@example.org,"Viaduto de das Neves, 23
Nova Vista
44645823 Campos dos Dourados / RN",Natural Phenomena,APPROVED,31,1,Dodge Challenger SRT Demon,2018,1,2023-01-02,1070
Sra. Mariana Jesus,46,xda-rocha@example.com,"Aeroporto de Nascimento, 11
Santa Rosa
10246-891 Fogaça / RO",Fire,APPROVED,21,1,Honda S2000,1999,1,2022-05-11,1071
Sra. Alexia Teixeira,51,caio07@example.net,"Viaduto Marcela Jesus
Vila Antena Montanhês
26661-041 da Cruz / BA",Fire,APPROVED,86,1,Lancia Stratos HF,1973,1,2023-03-08,1072
Danilo Souza,67,marianacorreia@example.net,"Rodovia Duarte, 33
São Pedro
48696-966 Aragão Grande / AP",Fire,NOT USED,73,1,Chevrolet Suburban,1935,2,2023-10-03,1073
Danilo Souza,67,marianacorreia@example.net,"Rodovia Duarte, 33
São Pedro
48696-966 Aragão Grande / AP",Fire,NOT USED,73,1,Chevrolet Suburban,1935,2,2023-05-06,1073
João Pedro Moreira,22,henrique41@example.org,"Feira de Ferreira, 66
Canaa
47265555 da Paz / GO",Natural Phenomena,APPROVED,39,1,Opel/Vauxhall Combo,2023,1,2022-07-14,1074
Clara Pereira,28,levi17@example.org,"Jardim Isadora Carvalho, 19
Vila Trinta E Um De Março
06768-397 Oliveira de Goiás / SE",Natural Phenomena,APPROVED,32,0,Ford Escape,2015,3,2022-03-20,44
Ana Gonçalves,35,vitoriaalmeida@example.com,"Ladeira João Miguel Jesus
Novo Tupi
98023910 Nascimento / AC",Natural Phenomena,DENIED,59,0,Mini Cooper,2023,1,2023-07-31,1075
Gabrielly da Mota,61,joao-miguel45@example.net,"Largo de Jesus, 96
Xangri-Lá
14965-222 Jesus / AC",Robbery,APPROVED,92,0,Lexus GS,1993,1,2023-06-10,1076
Sofia da Conceição,46,ana-beatriz54@example.org,"Pátio de Barbosa, 86
Dom Cabral
64814-656 Barbosa da Praia / SE",Fire,DENIED,25,1,Audi Q7,2017,1,2023-12-31,1077
Ana Clara Fernandes,38,sazevedo@example.org,"Ladeira Ramos, 28
Petropolis
61395122 Correia / MS",Fire,DENIED,67,0,Renault Clio,2023,2,2022-06-24,1078
Ana Clara Fernandes,38,sazevedo@example.org,"Ladeira Ramos, 28
Petropolis
61395122 Correia / MS",Fire,DENIED,67,0,Renault Clio,2020,2,2023-10-25,1078
Dr. Vitor Gabriel Dias,33,rebecacastro@example.net,"Conjunto Oliveira, 40
Vila Inestan
42694255 Pinto / TO",Collision,DENIED,99,1,Mazda MX-5,2019,1,2022-11-08,1079
Yuri Souza,49,emanuellycostela@example.com,"Residencial Fernando da Luz
Canadá
57709-905 Barbosa / AM",Collision,DENIED,60,1,Isuzu MU-X,2016,1,2022-02-01,1080
Bianca Alves,69,duartevitor-hugo@example.org,"Morro Ana Clara Moreira, 779
Anchieta
81453569 Pereira / ES",Natural Phenomena,APPROVED,47,1,Lexus LS,1989,1,2023-02-21,1081
Ana Vitória Pinto,40,marcos-viniciuscardoso@example.org,"Via Agatha Sales, 168
São Marcos
10571740 da Conceição / MA",Collision,DENIED,81,1,Saab 9-5,2011,1,2022-05-22,1082
Isabel Dias,43,joanacosta@example.org,"Trevo Barros, 4
Vila Paris
13516-311 Pereira / GO",Collision,NOT USED,59,0,Mazda CX-9,2019,1,2022-04-28,1083
Ana Lívia da Conceição,26,uda-rosa@example.com,"Ladeira Nogueira, 52
Sion
69330801 Costela da Serra / MT",Robbery,DENIED,31,0,Renault Megane,2023,2,2022-12-19,1084
Ana Lívia da Conceição,26,uda-rosa@example.com,"Ladeira Nogueira, 52
Sion
69330801 Costela da Serra / MT",Robbery,DENIED,31,0,Renault Megane,2016,2,2023-07-26,1084
Sophie Peixoto,51,vitor-hugo43@example.net,"Ladeira Murilo Cardoso
Serrano
26700193 da Cunha de Ferreira / GO",Collision,APPROVED,57,0,Chevrolet Trailblazer,2020,1,2022-10-28,1085
João Lucas Ribeiro,37,helena10@example.net,"Praia Kaique Rezende
Conjunto Capitão Eduardo
02999-558 Castro da Praia / TO",Natural Phenomena,DENIED,78,0,Opel/Vauxhall Crossland,2023,1,2022-06-01,1086
Sra. Ana Sophia da Conceição,65,uda-cruz@example.com,"Rodovia de Farias, 3
Vila Cloris
86952403 Fernandes / MT",Collision,DENIED,19,1,Dodge Challenger,2023,1,2022-01-18,1087
Alexandre da Mota,52,rezendegiovanna@example.com,"Campo Nunes, 7
Floresta
85652872 Pires / RS",Fire,APPROVED,103,0,Toyota Corolla,2019,2,2023-04-23,1088
Alexandre da Mota,52,rezendegiovanna@example.com,"Campo Nunes, 7
Floresta
85652872 Pires / RS",Fire,APPROVED,103,0,Toyota Corolla,2020,2,2022-12-03,1088
Henrique Ferreira,58,enzobarbosa@example.com,"Estação de Moreira
Pindorama
03002500 da Conceição / MG",Collision,APPROVED,66,0,Lotus Elise,2023,1,2022-07-02,1089
Thales Aragão,68,lcarvalho@example.com,"Recanto Alana Nunes, 19
Santa Cecilia
99081-956 Farias de da Costa / PR",Natural Phenomena,APPROVED,4,0,Toyota Mirai,2020,1,2022-09-02,1090
Elisa Ribeiro,51,mouracaio@example.net,"Recanto da Costa, 6
Garças
24149739 Gonçalves / AL",Natural Phenomena,DENIED,75,0,Honda Civic,2022,1,2023-02-09,1091
Maria Fernanda Carvalho,52,goncalvesmelissa@example.com,"Aeroporto de Pereira, 48
Marajó
34304-409 da Luz Paulista / PR",Collision,DENIED,75,0,Mini Cooper,2023,1,2023-01-19,1092
Luiz Otávio Pires,43,nicole15@example.com,"Viaduto Barbosa
Novo Aarão Reis
19751-416 Farias / MG",Robbery,NOT USED,97,0,BMW M8 Convertible,2020,1,2023-01-27,1093
Srta. Ana Silva,45,lavinia23@example.com,"Jardim Melissa da Mota, 116
Solar Do Barreiro
66073310 da Rocha / DF",Robbery,NOT USED,28,1,Fiat 500X,2023,1,2023-04-19,1094
João Gabriel Mendes,45,rafaelanunes@example.org,"Setor Gonçalves, 17
Vila Santo Antônio Barroquinha
02460439 Duarte de Mendes / PA",Robbery,APPROVED,81,0,Morgan Plus 4,2023,1,2023-11-03,1095
Alexandre Rodrigues,57,alana63@example.net,"Fazenda João Vitor Silva
Ápia
98952335 Duarte dos Dourados / BA",Natural Phenomena,NOT USED,103,1,Mahindra Marazzo,2018 ,1,2022-04-30,1096
Gabriela Rodrigues,29,bda-cruz@example.net,"Área de Carvalho, 8
Vila Independencia 2ª Seção
13612112 Caldeira do Norte / DF",Natural Phenomena,NOT USED,47,1,Rivian R1S,2022,1,2023-09-20,1097
Caio Costela,63,juliana26@example.org,"Vila Cecília Souza, 7
Lagoinha Leblon
49789271 Porto do Oeste / BA",Collision,APPROVED,47,1,Volvo XC60,2023,1,2023-06-04,1098
Felipe Costa,43,joanamartins@example.com,"Lagoa Lucas Gabriel Rodrigues, 71
Inconfidência
15312-342 Lima / MT",Fire,APPROVED,81,1,Smart Forfour,2023,1,2023-09-24,1099
Anthony Pinto,42,luiz-felipe69@example.org,"Jardim Nunes, 55
Milionario
67414-702 Santos / PA",Fire,NOT USED,58,1,Kia Forte,2019 ,1,2022-06-21,1100
Arthur da Conceição,61,gcampos@example.com,"Pátio Sophie Almeida, 10
Parque São José
25937888 Lima / MG",Natural Phenomena,DENIED,30,0,Vauxhall Corsa,2023,1,2022-06-25,1101
Srta. Alícia da Cunha,47,costaalice@example.net,"Alameda Gustavo Henrique da Rosa, 439
Renascença
02301465 Alves / PA",Natural Phenomena,NOT USED,91,0,Opel/Vauxhall Movano,2023,1,2023-11-26,1102
Vicente Oliveira,54,heloisa10@example.org,"Distrito Isaac Fogaça, 12
São Geraldo
26558028 Sales de Almeida / RJ",Collision,APPROVED,18,1,Maserati GranTurismo,2008 ,2,2022-12-30,1103
Alícia Porto,48,igor17@example.com,"Fazenda de Silveira, 47
Diamante
52164073 da Rosa de Goiás / PR",Collision,DENIED,11,0,Toyota Prius,2020,1,2022-08-07,1104
Kaique Vieira,43,sophia00@example.net,"Vale Lima, 35
Capitão Eduardo
62702554 da Costa / SE",Collision,DENIED,58,1,Subaru BRZ,2019,1,2022-10-02,1105
Miguel Mendes,55,apinto@example.com,"Passarela Cavalcanti, 61
Conjunto Bonsucesso
32789666 Fogaça / DF",Robbery,NOT USED,80,0,Subaru WRX,2019,1,2022-04-11,1106
Maria Cecília Costa,34,milena04@example.com,"Viela Alícia Pires, 210
Marçola
83819-355 Rodrigues da Mata / ES",Fire,DENIED,97,0,Toyota Corolla,2019,2,2023-08-29,1107
Maria Cecília Costa,34,milena04@example.com,"Viela Alícia Pires, 210
Marçola
83819-355 Rodrigues da Mata / ES",Fire,DENIED,97,0,Toyota Corolla,2020,2,2022-04-19,1107
João Guilherme Farias,24,ana-vitoria93@example.net,"Condomínio Costela, 406
Miramar
43610-101 Sales Verde / PI",Fire,DENIED,45,1,Faraday Future FF 91,2023,2,2022-04-01,1108
João Guilherme Farias,24,ana-vitoria93@example.net,"Condomínio Costela, 406
Miramar
43610-101 Sales Verde / PI",Fire,DENIED,45,1,Faraday Future FF 91,2023,2,2022-10-04,1108
Cauã Lopes,53,luiz-gustavo35@example.com,"Campo de da Costa, 324
Floresta
91743823 Caldeira do Galho / SE",Natural Phenomena,DENIED,101,1,Infiniti QX50,2023,1,2022-06-07,1109
Elisa Cardoso,60,ycunha@example.com,"Estrada de Barbosa, 80
Comiteco
66534627 Barbosa do Campo / TO",Fire,DENIED,99,1,Suzuki Alto,2020,3,2023-04-20,712
João Campos,41,brunacardoso@example.com,"Viela de Melo, 32
Venda Nova
54150-937 Cardoso de Souza / RO",Robbery,APPROVED,21,1,Koenigsegg Regera,2016,1,2022-06-05,1110
Evelyn da Conceição,23,salesvitor-gabriel@example.com,"Sítio Cardoso, 50
Jardim São José
06617774 Ribeiro das Flores / SC",Fire,NOT USED,54,0,Honda HR-V,2023,2,2022-03-01,912
Pedro Cunha,49,lorenzo08@example.net,"Esplanada João Pedro Carvalho
Senhor Dos Passos
50097-114 da Cruz Paulista / ES",Fire,DENIED,65,1,Honda NSX,2016,1,2022-02-03,1111
Ana Julia Santos,40,pcosta@example.net,"Conjunto Thomas Monteiro, 9
Ipiranga
94888-081 Correia dos Dourados / AL",Robbery,APPROVED,32,0,Alpina B4,2023,1,2023-01-03,1112
Ana Júlia Porto,20,jesusalice@example.net,"Praça Viana, 1
Maria Goretti
43868206 Ferreira do Amparo / DF",Robbery,NOT USED,96,0,Porsche 718 Cayman,2017,1,2022-10-04,1113
Milena Alves,34,dcunha@example.org,"Aeroporto Vitor Moraes, 8
Vila Mangueiras
00045984 das Neves / AL",Collision,NOT USED,92,0,Nissan Altima,2019,1,2023-12-16,1114
Daniel Barbosa,29,anasales@example.com,"Vereda Yasmin Viana
Varzea Da Palma
09485128 Martins de Moreira / PA",Fire,DENIED,26,0,Genesis GV70,2022,1,2023-11-28,1115
Dr. Davi Luiz Lopes,67,rezendeisabella@example.com,"Avenida Beatriz Freitas, 12
Nova America
65914-412 da Rocha da Prata / PB",Collision,NOT USED,45,1,Toyota Corolla,2019,2,2022-10-10,1116
Dr. Davi Luiz Lopes,67,rezendeisabella@example.com,"Avenida Beatriz Freitas, 12
Nova America
65914-412 da Rocha da Prata / PB",Collision,NOT USED,45,1,Toyota Corolla,2020,2,2023-06-27,1116
Emilly Pinto,40,evieira@example.com,"Distrito Sales, 77
Vila Aeroporto Jaraguá
08205474 Caldeira das Flores / RS",Collision,APPROVED,41,1,Fisker Pear,2023,1,2022-09-01,1117
Otávio Cardoso,39,nogueirajoao-lucas@example.com,"Alameda Ana Rodrigues, 34
Lorena
66960885 Lima de Moraes / PB",Fire,DENIED,32,0,Pagani Huayra,2011,1,2022-06-28,1118
Elisa Rodrigues,64,teixeiramirella@example.org,"Núcleo Maitê Barbosa
Garças
58186901 Costa de Martins / PR",Fire,APPROVED,105,1,Subaru BRZ,2019,2,2023-06-26,449
Rodrigo Moraes,28,costelaamanda@example.net,"Viela Correia
São Jorge 1ª Seção
01889461 Almeida da Serra / PI",Fire,DENIED,11,1,Honda Insight,2023,1,2022-03-18,1119
Alana Rezende,40,hda-costa@example.net,"Vereda Novaes, 20
Vila Inestan
23011-658 Azevedo / ES",Fire,NOT USED,33,1,Audi A5,2018,1,2022-09-02,1120
Vinicius da Mata,25,laura59@example.net,"Favela de Silveira, 95
Novo Santa Cecilia
23343175 Cavalcanti / TO",Fire,APPROVED,16,1,Tata Motors Safari,2021,1,2023-03-02,1121
Srta. Ana Julia Nunes,24,isadora57@example.com,"Conjunto Moraes, 74
Independência
44148-033 Moraes de Novaes / AL",Natural Phenomena,NOT USED,86,1,Cadillac XT5,2023,1,2022-04-25,1122
Lavínia da Mota,64,ubarbosa@example.org,"Residencial das Neves, 41
Monte São José
07802107 Viana do Galho / AC",Fire,DENIED,57,1,Faraday Future FF 91,2023,2,2023-06-01,1123
Lavínia da Mota,64,ubarbosa@example.org,"Residencial das Neves, 41
Monte São José
07802107 Viana do Galho / AC",Fire,DENIED,57,1,Faraday Future FF 91,2023,2,2022-11-29,1123
Sarah Porto,22,thales63@example.org,"Lago de Aragão
Pousada Santo Antonio
76069-721 Jesus / PR",Fire,NOT USED,7,1,Ford Bronco Sport,2021,1,2023-05-09,1124
Gabriel Barbosa,25,camposmaysa@example.com,"Loteamento de Porto, 132
Vila Formosa
04962598 Freitas / PB",Collision,NOT USED,104,0,Lexus RX,1998,1,2023-12-11,1125
Agatha Costela,66,pedro-miguel12@example.net,"Recanto de Martins
Vila Aeroporto Jaraguá
33312-610 Ramos dos Dourados / PB",Collision,APPROVED,79,0,Suzuki S-Cross,2023,1,2023-07-28,1126
Eduardo Souza,46,luiz-henrique84@example.net,"Via Caldeira, 68
Das Industrias I
86479679 Nogueira / RO",Natural Phenomena,DENIED,18,1,Mahindra Thar,2020 ,1,2022-04-07,1127
Laís da Conceição,23,alexandrearaujo@example.org,"Travessa Leandro da Cunha, 64
Vila Esplanada
89980407 Martins do Amparo / GO",Collision,DENIED,48,0,Nissan Altima,2019,1,2022-03-27,1128
Carolina da Paz,21,ygoncalves@example.net,"Estrada João Gabriel da Cunha, 5
Santa Lúcia
02862217 Pereira / TO",Fire,APPROVED,103,0,Toyota Tacoma,2019,2,2022-01-09,1129
Carolina da Paz,21,ygoncalves@example.net,"Estrada João Gabriel da Cunha, 5
Santa Lúcia
02862217 Pereira / TO",Fire,APPROVED,103,0,Toyota Tacoma,2020,2,2023-12-11,1129
Srta. Giovanna Lima,59,agatha85@example.org,"Vale Alves, 675
Vila Santa Monica 1ª Seção
78208-480 Costa do Campo / RR",Robbery,APPROVED,35,0,Tesla Model 3,2017,1,2022-12-23,1130
Isadora Azevedo,35,onunes@example.org,"Favela Castro, 987
Vila São Paulo
03365-977 da Costa / MT",Collision,DENIED,98,1,Genesis GV80,2021,1,2023-10-01,1131
Dra. Maria Clara Mendes,29,zmoura@example.net,"Estação Luiz Miguel Silveira, 25
Horto
03765443 Costela de da Paz / RJ",Natural Phenomena,APPROVED,57,0,Koenigsegg CCXR Trevita,2007,1,2022-01-03,1132
Rebeca Cavalcanti,22,caldeiranina@example.org,"Viaduto Alves, 36
Marieta 3ª Seção
40810574 Gomes / SC",Collision,DENIED,2,1,Koenigsegg CC8S,2004,1,2022-03-10,1133
Dr. Luiz Otávio Azevedo,34,das-nevesagatha@example.org,"Pátio Cauê Carvalho, 61
Parque São José
46429342 Lima Verde / RN",Fire,APPROVED,10,0,Infiniti QX60,2023,1,2023-09-21,1134
Lucca Alves,43,fpinto@example.net,"Rodovia Luana Almeida, 270
João Pinheiro
06270426 Moraes / MA",Fire,NOT USED,79,1,Suzuki XL7,2023,2,2023-02-01,1135
Lucca Alves,43,fpinto@example.net,"Rodovia Luana Almeida, 270
João Pinheiro
06270426 Moraes / MA",Fire,NOT USED,79,1,Suzuki XL7,2020,2,2023-11-30,1135
Rafael da Costa,66,caua11@example.org,"Estrada de Farias, 27
Graça
85381-459 Lima de Rodrigues / RJ",Natural Phenomena,NOT USED,52,0,Subaru Outback,2019,1,2022-09-20,1136
Diego Cardoso,31,isadorafogaca@example.com,"Viela de Santos, 27
Ventosa
00369410 Barros Paulista / SE",Collision,NOT USED,110,0,Chevrolet Camaro,2010,2,2023-07-16,1137
Diego Cardoso,31,isadorafogaca@example.com,"Viela de Santos, 27
Ventosa
00369410 Barros Paulista / SE",Collision,NOT USED,110,0,Chevrolet Camaro,2016,2,2022-03-21,1137
Marcelo Araújo,40,martinsemilly@example.net,"Esplanada Peixoto, 34
Delta
81198384 Carvalho da Mata / BA",Fire,APPROVED,103,1,Honda Pilot,2023,1,2022-06-25,1138
Otávio Martins,24,lucas52@example.net,"Distrito Fernandes, 70
Vila Fumec
85464334 Dias / GO",Robbery,DENIED,8,0,Skoda Fabia,2023,1,2023-03-10,1139
Luigi Lopes,63,rda-paz@example.org,"Parque Ana Sophia da Paz
Mangueiras
50381267 Ribeiro / SE",Natural Phenomena,APPROVED,32,1,Polestar Polestar 2,2021,1,2022-10-19,1140
Eloah da Cruz,41,lais68@example.net,"Travessa de Barros, 338
Vila Nova Gameleira 1ª Seção
94781456 da Cruz / ES",Fire,NOT USED,38,0,Suzuki XL7,2023,2,2022-06-06,1141
Eloah da Cruz,41,lais68@example.net,"Travessa de Barros, 338
Vila Nova Gameleira 1ª Seção
94781456 da Cruz / ES",Fire,NOT USED,38,0,Suzuki XL7,2020,2,2022-11-04,1141
Sophie Melo,26,martinsdaniela@example.net,"Viaduto Novaes, 9
Vila Maloca
02039355 Moura da Praia / MT",Fire,NOT USED,95,1,Morgan Aero 8,2023,1,2023-01-13,1142
Luiz Fernando Rezende,44,thomasbarbosa@example.net,"Quadra de Porto, 89
Vila Formosa
96482235 Moraes de Nogueira / TO",Fire,APPROVED,43,0,Toyota Corolla,2019,2,2023-05-21,1143
Luiz Fernando Rezende,44,thomasbarbosa@example.net,"Quadra de Porto, 89
Vila Formosa
96482235 Moraes de Nogueira / TO",Fire,APPROVED,43,0,Toyota Corolla,2020,2,2023-08-09,1143
Leandro da Conceição,65,ana-clara68@example.net,"Vereda João Lucas da Rocha, 742
Grota
58206211 Cunha da Serra / PB",Collision,APPROVED,48,0,Caterham Seven 270,2023,1,2023-01-04,1144
Dr. Marcos Vinicius Martins,32,brendacastro@example.net,"Chácara de Moura, 18
Vila São Gabriel
90786-264 Moura de Farias / RJ",Collision,DENIED,97,1,Bugatti EB 110,1991,1,2023-07-03,1145
Eduarda Nunes,20,isabella83@example.com,"Área Evelyn Alves
Jardim Do Vale
24232-503 Ramos do Norte / MA",Natural Phenomena,APPROVED,9,0,Subaru Crosstrek,2019,1,2023-01-02,1146
Luiz Otávio Porto,42,rmoraes@example.net,"Pátio de Ribeiro
Liberdade
50253-473 Melo do Galho / PE",Collision,DENIED,66,0,Morgan Super 3,2023,1,2022-03-19,1147
João Ramos,20,rafaela65@example.org,"Campo de Lopes, 68
Grota
73981589 Melo / MG",Natural Phenomena,DENIED,4,0,Chevrolet Tahoe,1995,2,2023-12-27,1148
João Ramos,20,rafaela65@example.org,"Campo de Lopes, 68
Grota
73981589 Melo / MG",Natural Phenomena,DENIED,4,0,Chevrolet Tahoe,1995,2,2022-05-03,1148
Maysa Cunha,35,viniciusda-rosa@example.org,"Travessa Alves, 85
Vila Boa Vista
85843627 Melo / MA",Fire,APPROVED,102,1,Lotus Elise,2023,2,2022-08-18,984
Srta. Lara Teixeira,59,qnunes@example.net,"Campo Ribeiro, 76
Jardim Dos Comerciarios
97086420 Lopes / CE",Fire,DENIED,25,0,Jaguar F-PACE,2023,1,2023-02-01,1149
